Date,Time,Booking_ID,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Avg_VTAT,Avg_CTAT,Canceled_Rides_by_Customer,Reason_for_Canceling_by_Customer,Driver_Not_Moving_Toward_Pickup,Driver_Asked_to_Cancel,AC_Not_Working,Canceled_Rides_by_Driver,Reason_for_Canceling_by_Driver,Incomplete_Rides,Incomplete_Ride_Reason,Booking_Value_INR,Ride_Distance_km,Driver_Rating,Customer_Rating,Overall_Booking_Status
15-10-2025,10:35,CNR2293712661,CUST26425,Auto,Ramamurthy Nagar,Domlur,,,1,Change of Plans,No,No,No,0,,0,,249.24,19.45,,,Cancelled by Customer
06-10-2025,12:26,CNR3722034501,CUST48414,eBike,Marathahalli,JP Nagar,,,0,,No,No,No,1,Customer Related Issue,0,,138.51,16.2,,,Cancelled by Driver
01-10-2025,06:37,CNR3591130281,CUST28062,Auto,Koramangala 5th Block,Peenya,,,0,,No,No,No,1,Personal Car Issue,0,,658.51,9.41,,,Cancelled by Driver
14-10-2025,18:42,CNR1196994952,CUST10351,Mini,Marathahalli,Cox Town,10.27,16.47,0,,No,No,No,0,,0,,388.65,11.17,3.7,4.6,Success
16-10-2025,04:34,CNR5789742433,CUST67742,Mini,Hennur,Electronic City,12.5,18.93,0,,No,No,No,0,,0,,951.01,16.08,3.5,3.9,Success
01-10-2025,15:36,CNR9449735462,CUST96517,Auto,Sanjay Nagar,Banashankari,,,1,Wrong Address,No,No,No,0,,0,,120.27,3.54,,,Cancelled by Customer
21-10-2025,16:49,CNR7159219189,CUST96722,Mini,RT Nagar,Sanjay Nagar,5.3,6.87,0,,No,No,No,0,,0,,190.19,18.09,3.3,3.3,Success
17-10-2025,15:10,CNR3370845875,CUST62320,Auto,Varthur,HSR Sector 2,,,0,,No,No,No,1,Too Many People,0,,104.07,9.45,,,Cancelled by Driver
26-10-2025,16:31,CNR2560464980,CUST43348,Prime Plus,Kundalahalli,Malleshwaram,11.59,17.17,0,,No,No,No,0,,0,,181.28,7.44,3,3.7,Success
08-10-2025,06:52,CNR3759294290,CUST79321,Prime Plus,Peenya,Koramangala,,,0,,No,No,No,1,Personal Car Issue,0,,571.81,6.66,,,Cancelled by Driver
18-10-2025,22:04,CNR1353459142,CUST76638,Mini,Basavanagudi,Whitefield Main Road,,,0,,Yes,No,No,0,,1,Vehicle Breakdown,886.79,17.16,,,Incomplete
16-10-2025,08:51,CNR3695378862,CUST90338,Prime Plus,Sarjapur Road,Bannerghatta Road,2.96,9.8,0,,No,No,No,0,,0,,290.39,14.9,4.1,4.6,Success
06-10-2025,05:51,CNR8399678866,CUST48636,Prime Plus,Malleshwaram,Whitefield,,,1,Change of Plans,No,No,No,0,,0,,403.74,6.83,,,Cancelled by Customer
10-10-2025,09:36,CNR9354400064,CUST32631,Prime SUV,Sanjay Nagar,Whitefield Main Road,9.37,21.27,0,,No,No,No,0,,0,,112.56,1.97,3,4.2,Success
10-10-2025,11:51,CNR2371551184,CUST67660,Prime SUV,Ramamurthy Nagar,HSR Sector 2,3.06,5.09,0,,No,No,No,0,,0,,359.03,7.94,3.5,4.4,Success
05-10-2025,13:11,CNR5165492318,CUST37944,eBike,Banashankari,KR Puram,5.47,12.71,0,,No,No,No,0,,0,,332.5,2.75,3.3,3.3,Success
26-10-2025,18:52,CNR1246624975,CUST11853,Mini,Frazer Town,BTM Layout,3.88,24.17,0,,No,No,No,0,,0,,112.79,17.75,4.4,4,Success
28-10-2025,03:30,CNR6376741499,CUST40570,Prime SUV,Yeshwanthpur,Nagarbhavi,6.59,8.5,0,,No,No,No,0,,0,,479.59,1.02,4.6,4.5,Success
12-10-2025,21:36,CNR2506011063,CUST59811,Mini,Hennur,Kundalahalli,4.49,22.39,0,,No,No,No,0,,0,,469.12,14.19,3.6,4.3,Success
20-10-2025,12:19,CNR2316073350,CUST86544,Auto,Whitefield,Mahadevapura,13.53,5.38,0,,No,No,No,0,,0,,496.73,11.35,4.2,5,Success
17-10-2025,09:07,CNR4340208443,CUST32720,Auto,BTM Layout,Yelahanka,13.69,19.51,0,,No,No,No,0,,0,,110.44,10.56,4.8,4.7,Success
14-10-2025,13:00,CNR6470103566,CUST34538,Mini,Kadugodi,Sarjapur Road,5.41,8.27,0,,No,No,No,0,,0,,192.64,10.95,3.2,3.3,Success
14-10-2025,07:12,CNR4189171057,CUST32725,eBike,Yelahanka,Peenya,7.22,5.97,0,,No,No,No,0,,0,,313.1,11.01,3.4,4.2,Success
03-10-2025,05:34,CNR6889755828,CUST88751,Prime SUV,Banashankari,Horamavu,3.33,12.89,0,,No,No,No,0,,0,,131.94,15.75,3.1,4.2,Success
29-10-2025,17:32,CNR2291446338,CUST99874,eBike,Marathahalli,Kalyan Nagar,12.26,19.42,0,,No,No,No,0,,0,,344.02,9.97,4,4.6,Success
12-10-2025,00:30,CNR2584311459,CUST96790,Mini,MG Road,Bannerghatta Road,,,0,,No,No,No,1,Customer Sick/Coughing,0,,258.95,13.63,,,Cancelled by Driver
20-10-2025,00:01,CNR4085587655,CUST69243,Auto,Whitefield,CV Raman Nagar,,,1,Wrong Address,No,No,No,0,,0,,411.9,16.62,,,Cancelled by Customer
18-10-2025,10:05,CNR2237935803,CUST74723,Mini,Frazer Town,Nagawara,8.25,20.76,0,,No,No,No,0,,0,,388.3,5.1,4.1,3.3,Success
12-10-2025,22:02,CNR9708528155,CUST63311,Prime Plus,Basavanagudi,HSR Layout,3.81,9.41,0,,No,No,No,0,,0,,254.46,6.08,3.5,4.8,Success
02-10-2025,05:33,CNR2540617144,CUST59101,Auto,Ulsoor,KR Puram,,,1,Wrong Address,No,No,No,0,,0,,442.91,19.14,,,Cancelled by Customer
02-10-2025,15:19,CNR2641457161,CUST47255,eBike,CV Raman Nagar,Whitefield Main Road,,,0,,No,No,No,0,,1,Other Issue,177.6,6.13,,,Incomplete
27-10-2025,10:43,CNR4366648885,CUST14871,Auto,Electronic City,BTM Layout,,,0,,No,No,No,1,Customer Sick/Coughing,0,,317.24,8.84,,,Cancelled by Driver
17-10-2025,02:09,CNR3426241608,CUST61275,Mini,Kundalahalli,Indiranagar,11.61,24.06,0,,No,No,No,0,,0,,475.35,5.62,4.8,4,Success
10-10-2025,00:09,CNR9565656701,CUST64680,Mini,Whitefield,Kadugodi,3.25,15.32,0,,No,No,No,0,,0,,197.88,10.26,3.9,4.3,Success
18-10-2025,21:10,CNR5189762863,CUST32451,Prime Plus,Vijayanagar,Hoskote,13.24,17.82,0,,No,No,No,0,,0,,547.55,1.66,4.4,4.5,Success
22-10-2025,23:45,CNR1725035435,CUST75362,Prime Plus,Mahadevapura,Kundalahalli,13.06,9.09,0,,No,No,No,0,,0,,230.8,10.5,3.4,4.2,Success
19-10-2025,20:48,CNR8254202247,CUST45326,Auto,Nagawara,Banashankari,,,0,,No,No,No,1,Customer Related Issue,0,,132.94,10.92,,,Cancelled by Driver
26-10-2025,00:05,CNR3692262665,CUST25259,Auto,Banaswadi,Marathahalli,,,0,,No,No,No,1,Customer Sick/Coughing,0,,594.26,2.55,,,Cancelled by Driver
21-10-2025,23:56,CNR7311845987,CUST47303,Auto,Bellandur,MG Road,8.04,11.78,0,,No,No,No,0,,0,,343.18,12.46,3.8,4.8,Success
01-10-2025,15:23,CNR9017346555,CUST31604,Auto,JP Nagar Phase 7,Kadugodi,11.15,6.04,0,,No,No,No,0,,0,,624.23,7.15,3.2,4,Success
24-10-2025,09:23,CNR7323813825,CUST50910,Prime SUV,CV Raman Nagar,Yeshwanthpur,12.93,13.38,0,,No,No,No,0,,0,,700.35,19.61,3.8,3.9,Success
29-10-2025,08:04,CNR2787680585,CUST41917,Mini,Koramangala,Malleshwaram,10.62,16.61,0,,No,No,No,0,,0,,625.19,18.14,3.8,3.8,Success
04-10-2025,12:17,CNR5699438893,CUST36281,Auto,Marathahalli,Ramamurthy Nagar,,,1,Change of Plans,No,No,No,0,,0,,948.79,11.49,,,Cancelled by Customer
25-10-2025,16:31,CNR8636521463,CUST80822,Prime SUV,Yelahanka,Varthur,13.81,20.06,0,,No,No,No,0,,0,,974.84,10.26,3.3,4,Success
04-10-2025,19:08,CNR4443190085,CUST68577,Mini,HSR Layout,MG Road,7.56,11.15,0,,No,No,No,0,,0,,383.55,7.67,3.8,3.3,Success
30-10-2025,21:55,CNR2253252398,CUST47890,Auto,MG Road,Kadugodi,,,0,,Yes,No,No,0,,1,Customer Demand,376.36,19.45,,,Incomplete
31-10-2025,22:04,CNR9534462680,CUST56280,eBike,KR Puram,Richmond Town,,,1,Wrong Address,No,No,No,0,,0,,277.01,15.15,,,Cancelled by Customer
31-10-2025,01:55,CNR8333773496,CUST74313,Prime Plus,Horamavu,Bannerghatta Road,,,0,,Yes,No,No,1,Customer Sick/Coughing,0,,381.94,4.67,,,Cancelled by Driver
31-10-2025,08:25,CNR3961152499,CUST41681,Mini,Koramangala,Nagawara,4.58,19.79,0,,No,No,No,0,,0,,204.94,4.89,3.6,4.1,Success
02-10-2025,13:08,CNR4732407102,CUST87571,Mini,Whitefield Main Road,Peenya,5.01,12.27,0,,No,No,No,0,,0,,187.96,8.17,3.5,3.1,Success
19-10-2025,14:20,CNR7808776802,CUST86325,Auto,Malleshwaram,Rajajinagar,,,0,,No,No,No,1,Customer Related Issue,0,,902.55,13.44,,,Cancelled by Driver
21-10-2025,20:47,CNR8234508731,CUST42800,Prime SUV,Whitefield,Frazer Town,9,17.43,0,,No,No,No,0,,0,,388.57,17.47,4,3.9,Success
12-10-2025,00:49,CNR4133594695,CUST67511,Auto,Kundalahalli,Koramangala,12.52,14.42,0,,No,No,No,0,,0,,239.47,13.65,3.2,3.1,Success
10-10-2025,03:22,CNR7364146641,CUST65916,Mini,Rajajinagar,Bannerghatta Road,5.68,21.56,0,,No,No,No,0,,0,,1486.11,10.08,3,4.5,Success
31-10-2025,05:25,CNR1972704008,CUST57614,Prime SUV,Nagarbhavi,Horamavu,8.29,9.03,0,,No,No,No,0,,0,,890.63,7.27,3.9,4.9,Success
13-10-2025,21:43,CNR7995509071,CUST25292,Prime Plus,Brookefield,Nagawara,12.05,12.3,0,,No,No,No,0,,0,,875.69,5.84,4.4,3.7,Success
29-10-2025,18:28,CNR5313358658,CUST68556,Mini,Horamavu,Ulsoor,6.06,23.18,0,,No,No,No,0,,0,,903.99,14.13,4.8,3.9,Success
30-10-2025,08:17,CNR6617320063,CUST84227,Prime SUV,Whitefield,Bannerghatta Road,,,0,,No,Yes,No,1,Personal Car Issue,0,,898.42,9.25,,,Cancelled by Driver
22-10-2025,05:52,CNR8040096400,CUST40056,Prime SUV,Hoskote,Kundalahalli,2.84,23.3,0,,No,No,No,0,,0,,436.73,7.14,4.3,4.7,Success
23-10-2025,01:14,CNR5590996047,CUST56504,eBike,Nagawara,Electronic City,9.82,16.95,0,,No,No,No,0,,0,,472.64,12.93,4.7,4.1,Success
20-10-2025,23:25,CNR1142069596,CUST14830,Prime Plus,Brookefield,Nagarbhavi,,,0,,No,No,No,1,Too Many People,0,,480.84,2.11,,,Cancelled by Driver
23-10-2025,01:30,CNR5291228440,CUST81911,Prime Plus,Kadugodi,Horamavu,,,0,,No,No,No,1,Too Many People,0,,746.65,12.89,,,Cancelled by Driver
15-10-2025,17:58,CNR4521112477,CUST85169,Prime Plus,Ramamurthy Nagar,Hennur,12.6,23.65,0,,No,No,No,0,,0,,660.28,15.13,3.7,3.4,Success
26-10-2025,10:18,CNR9526027590,CUST31344,Mini,Mahadevapura,Indiranagar,6.22,13.77,0,,No,No,No,0,,0,,324.9,5.53,4.5,3.2,Success
03-10-2025,23:34,CNR1466700867,CUST68293,Auto,Brookefield,Yelahanka,7.69,13.79,0,,No,No,No,0,,0,,1956.2,16.44,4.5,4.4,Success
23-10-2025,06:12,CNR6562665607,CUST44396,Prime SUV,MG Road,Peenya,10.72,8.98,0,,No,No,No,0,,0,,734.5,11.4,4.7,4,Success
20-10-2025,00:36,CNR4219865220,CUST67109,Auto,Hebbal,Varthur,8.36,16.79,0,,No,Yes,No,0,,0,,206.51,12.21,3.3,4.7,Success
29-10-2025,11:32,CNR3429434341,CUST55177,Auto,Nagawara,Ulsoor,,,0,,Yes,No,No,1,Personal Car Issue,0,,791.9,7.74,,,Cancelled by Driver
13-10-2025,15:09,CNR6527619714,CUST29148,Prime Plus,Indiranagar,CV Raman Nagar,5.9,16.88,0,,No,No,No,0,,0,,164.65,4.92,4.8,3.3,Success
08-10-2025,07:44,CNR4047251946,CUST80981,Auto,BTM 2nd Stage,Hoskote,,,1,Wrong Address,No,No,No,0,,0,,419.56,18.02,,,Cancelled by Customer
25-10-2025,17:13,CNR8011265491,CUST44003,Prime Plus,Yeshwanthpur,RT Nagar,10.63,21.11,0,,No,No,No,0,,0,,357.53,5.86,4.5,3.4,Success
07-10-2025,12:34,CNR1286784315,CUST95220,Prime Plus,Sarjapur Road,Rajajinagar,6.88,7.63,0,,No,No,No,0,,0,,182.49,2.91,3.9,4,Success
24-10-2025,22:41,CNR6542984090,CUST65646,Auto,Domlur,JP Nagar Phase 7,3.16,21.88,0,,No,Yes,No,0,,0,,785.45,18.72,4.2,3.7,Success
08-10-2025,00:27,CNR9872685627,CUST68000,Prime Plus,HSR Layout,Sanjay Nagar,11.17,6.11,0,,No,No,No,0,,0,,197.71,9.57,3.9,3.3,Success
18-10-2025,01:50,CNR7925831450,CUST91644,Mini,BTM 2nd Stage,Ramamurthy Nagar,13.62,22.93,0,,No,No,No,0,,0,,203.76,15.53,3.7,5,Success
09-10-2025,02:55,CNR5506944764,CUST31717,Prime Plus,Electronic City,Hebbal,6.25,6.86,0,,No,No,No,0,,0,,189.48,2.91,4,3.8,Success
06-10-2025,08:21,CNR2153333922,CUST49461,eBike,Lalbagh,Nagawara,14.77,21.96,0,,No,No,No,0,,0,,118.81,13.41,3.3,4.1,Success
27-10-2025,14:38,CNR6230653854,CUST93122,Prime Plus,Jayanagar,Koramangala 5th Block,,,0,,No,Yes,No,1,Personal Car Issue,0,,168.5,8.68,,,Cancelled by Driver
04-10-2025,04:14,CNR5477165273,CUST85222,Auto,Brookefield,RT Nagar,5.4,24.91,0,,No,No,No,0,,0,,1039.32,10.53,4.8,4.9,Success
15-10-2025,04:25,CNR7654822703,CUST51707,Mini,Koramangala,Kundalahalli,,,0,,No,No,No,1,Too Many People,0,,375.2,15.11,,,Cancelled by Driver
05-10-2025,15:04,CNR5387848169,CUST90239,Auto,Hennur,Marathahalli,,,0,,No,No,No,1,Too Many People,0,,242.79,17.55,,,Cancelled by Driver
26-10-2025,08:47,CNR2927392021,CUST23142,Auto,Lalbagh,Whitefield,11.78,19.6,0,,No,No,No,0,,0,,573.14,11.53,4.8,4.1,Success
05-10-2025,21:34,CNR6370894898,CUST72578,eBike,HSR Sector 2,Whitefield,,,1,Change of Plans,No,No,No,0,,0,,361.22,17.12,,,Cancelled by Customer
07-10-2025,10:32,CNR6849819726,CUST62917,Prime Plus,Ulsoor,Mahadevapura,10.62,23.5,0,,No,No,Yes,0,,0,,280.57,4.4,4.3,3,Success
30-10-2025,22:06,CNR7215602622,CUST25290,Auto,Basavanagudi,Kalyan Nagar,10.9,10.38,0,,No,No,No,0,,0,,296.99,6.75,3.2,3.9,Success
09-10-2025,19:40,CNR1574437943,CUST26536,Prime Plus,Whitefield,Brookefield,11.3,17.44,0,,No,No,No,0,,0,,289.73,10.28,4.8,4.9,Success
07-10-2025,14:00,CNR3611378457,CUST24594,Prime Plus,Horamavu,Indiranagar,10.26,23.17,0,,No,No,No,0,,0,,1185.09,11.82,3.8,4.3,Success
09-10-2025,03:23,CNR4958306385,CUST83908,Auto,Koramangala,Electronic City,9.76,19.56,0,,No,No,No,0,,0,,443.32,8.24,5,3,Success
20-10-2025,01:46,CNR2336289115,CUST18027,Prime Plus,Frazer Town,Varthur,4.04,16.2,0,,No,No,No,0,,0,,987.22,14.39,4.5,5,Success
10-10-2025,03:36,CNR1600884921,CUST97706,Auto,JP Nagar,Horamavu,10.76,17.54,0,,No,No,No,0,,0,,543.91,10.01,4.1,4,Success
30-10-2025,13:31,CNR1203952500,CUST80466,Prime Plus,CV Raman Nagar,Banashankari,3.48,16.82,0,,No,No,No,0,,0,,596.5,7.62,4.5,4.3,Success
26-10-2025,19:54,CNR1616935418,CUST70990,Prime Plus,Marathahalli,Koramangala,,,0,,No,No,No,1,Customer Sick/Coughing,0,,1188.69,9.14,,,Cancelled by Driver
04-10-2025,15:42,CNR3716158718,CUST75477,Mini,Whitefield,JP Nagar,,,0,,No,No,No,1,Too Many People,0,,220.67,8.79,,,Cancelled by Driver
06-10-2025,04:01,CNR8496019763,CUST30694,Prime SUV,HSR Layout,Bellandur,14.26,13.59,0,,No,No,No,0,,0,,242.84,8.24,3.3,3.1,Success
24-10-2025,19:08,CNR5352111767,CUST47361,Auto,Banaswadi,Kundalahalli,3.39,18.54,0,,No,No,No,0,,0,,331.84,2.06,4.8,3.4,Success
14-10-2025,11:04,CNR2489493687,CUST49066,Prime Plus,JP Nagar Phase 7,Whitefield Main Road,11.22,24.53,0,,No,No,No,0,,0,,120.51,7.53,3,4.1,Success
09-10-2025,18:08,CNR1387638256,CUST90336,Mini,Nagarbhavi,Ulsoor,8.07,11.45,0,,No,No,No,0,,0,,943.47,8.59,4.7,4.6,Success
01-10-2025,01:07,CNR1642236545,CUST30860,Mini,JP Nagar,Kadugodi,12.15,22.46,0,,No,No,No,0,,0,,205.59,5.44,3.6,4.2,Success
17-10-2025,17:09,CNR3742739080,CUST45280,Mini,HSR Sector 2,Lalbagh,9.48,14.81,0,,No,No,No,0,,0,,500.44,11,4.3,3.5,Success
13-10-2025,17:46,CNR8064435780,CUST28870,Auto,Malleshwaram,Yelahanka,7.02,9.28,0,,No,No,No,0,,0,,211.31,2.89,4.1,4.5,Success
24-10-2025,23:22,CNR5041382852,CUST75487,Mini,Horamavu,Malleshwaram,,,1,Change of Plans,No,No,No,0,,0,,330.7,1.83,,,Cancelled by Customer
27-10-2025,04:15,CNR4322489593,CUST81153,Auto,Cox Town,Whitefield Main Road,2.36,15.76,0,,No,No,No,0,,0,,552.3,9.48,3.3,3.2,Success
07-10-2025,07:45,CNR4772792901,CUST66113,Auto,HSR Layout,Rajajinagar,2.49,22.57,0,,Yes,No,No,0,,0,,272.36,9.46,4.6,3.5,Success
09-10-2025,04:36,CNR6633973579,CUST77415,eBike,Hebbal,HSR Layout,,,1,Wrong Address,No,No,No,0,,0,,803.14,5.56,,,Cancelled by Customer
11-10-2025,14:53,CNR4291289013,CUST38812,Prime Plus,Nagawara,Banashankari,,,1,Change of Plans,No,No,No,0,,0,,205.88,16.66,,,Cancelled by Customer
03-10-2025,00:53,CNR4469571055,CUST29376,Prime Plus,Kundalahalli,Jayanagar,,,0,,No,No,No,1,Personal Car Issue,0,,177.09,9.15,,,Cancelled by Driver
26-10-2025,08:36,CNR5304716202,CUST87446,Prime SUV,Banashankari,Nagarbhavi,,,1,Wrong Address,No,No,No,0,,0,,225.65,4.07,,,Cancelled by Customer
12-10-2025,20:54,CNR5755927625,CUST55298,Mini,Rajajinagar,Yeshwanthpur,8.02,7.79,0,,No,No,No,0,,0,,709.99,3.57,3.3,4.9,Success
21-10-2025,06:48,CNR8184250743,CUST55269,Mini,Malleshwaram,BTM 2nd Stage,,,0,,No,No,No,1,Customer Sick/Coughing,0,,149.16,8.72,,,Cancelled by Driver
03-10-2025,15:37,CNR1758494514,CUST26293,Auto,Kundalahalli,Mahadevapura,14.25,14.24,0,,No,No,No,0,,0,,245.68,18.49,3.7,4.2,Success
15-10-2025,10:32,CNR7303163392,CUST25405,Auto,BTM Layout,Malleshwaram,6.32,15.48,0,,No,No,No,0,,0,,773.13,8.03,3.1,3.2,Success
21-10-2025,05:37,CNR2942641426,CUST38602,Prime Plus,JP Nagar Phase 7,RT Nagar,10.71,10.09,0,,Yes,No,No,0,,0,,924.42,2.82,3.7,3.3,Success
10-10-2025,03:21,CNR4354127627,CUST12466,Mini,HSR Layout,BTM Layout,,,1,Change of Plans,No,No,No,0,,0,,239.95,10.68,,,Cancelled by Customer
01-10-2025,17:40,CNR5801488069,CUST68378,Prime Plus,Koramangala 5th Block,Hennur,4.41,16.77,0,,No,No,No,0,,0,,134.33,18.89,4.5,4.3,Success
14-10-2025,11:58,CNR4095867154,CUST40786,Auto,HSR Layout,Lalbagh,13.13,23.05,0,,No,No,No,0,,0,,434.64,1.33,4.6,3.1,Success
27-10-2025,10:51,CNR2264356867,CUST78485,Mini,Whitefield Main Road,Hebbal,10.65,6.72,0,,No,No,No,0,,0,,470.88,11.22,3.4,3.2,Success
20-10-2025,03:04,CNR4923879429,CUST48931,eBike,BTM Layout,Kadugodi,,,1,Change of Plans,No,No,No,0,,0,,317.83,4.16,,,Cancelled by Customer
06-10-2025,13:53,CNR2375703126,CUST12391,Prime SUV,JP Nagar Phase 7,Ramamurthy Nagar,14.77,15.12,0,,No,No,No,0,,0,,633.21,15.79,3.3,5,Success
02-10-2025,06:51,CNR9965913628,CUST86295,Prime Plus,Frazer Town,Whitefield Main Road,7.78,6.39,0,,No,No,No,0,,0,,482.67,4.72,3.6,4.6,Success
29-10-2025,19:41,CNR1959162583,CUST44431,Auto,Banashankari,Mahadevapura,8.67,7.92,0,,No,No,No,0,,0,,787.67,6.8,4.2,4.5,Success
23-10-2025,14:05,CNR5561792823,CUST53329,Prime SUV,Kalyan Nagar,BTM Layout,6.88,16.77,0,,No,No,No,0,,0,,376.76,14.43,4.3,3,Success
08-10-2025,09:38,CNR8605850652,CUST93169,Mini,KR Puram,Banashankari,11.34,15.98,0,,No,No,No,0,,0,,893.45,8.51,4.5,4.5,Success
01-10-2025,05:01,CNR8563991446,CUST17357,Auto,JP Nagar,Basavanagudi,14.04,19.61,0,,No,No,No,0,,0,,408.83,18.02,4.6,4.2,Success
29-10-2025,14:21,CNR9591931976,CUST67523,Mini,Yelahanka,Hoskote,7.95,11.88,0,,No,No,No,0,,0,,909.82,2.35,4.3,4.8,Success
04-10-2025,14:19,CNR6414651421,CUST57944,Auto,HSR Sector 2,Mahadevapura,2.3,19.67,0,,No,No,No,0,,0,,308.45,8.63,3.4,3.6,Success
27-10-2025,22:54,CNR8566680303,CUST53184,Auto,BTM 2nd Stage,Varthur,,,0,,No,No,No,0,,1,Other Issue,634.67,15.49,,,Incomplete
04-10-2025,03:50,CNR2794271122,CUST29076,Auto,Kundalahalli,Yeshwanthpur,,,1,Wrong Address,No,No,No,0,,0,,108.88,5.73,,,Cancelled by Customer
29-10-2025,09:58,CNR5297279526,CUST56088,Auto,Sanjay Nagar,Ramamurthy Nagar,,,1,Wrong Address,No,No,No,0,,0,,420.35,1.89,,,Cancelled by Customer
05-10-2025,05:19,CNR3990095741,CUST30972,Prime Plus,Cox Town,KR Puram,,,0,,No,No,No,0,,1,Other Issue,469.89,16.71,,,Incomplete
30-10-2025,17:51,CNR9707222214,CUST31174,Auto,Kadugodi,Ulsoor,13.23,22.77,0,,No,No,No,0,,0,,136.93,6.63,4.7,3.8,Success
28-10-2025,14:52,CNR2679771617,CUST51138,Auto,Vijayanagar,Hebbal,7.03,19.04,0,,No,No,No,0,,0,,402.7,19.28,3.3,3.7,Success
28-10-2025,07:37,CNR4383150430,CUST11068,Prime Plus,Jayanagar,Cox Town,9.76,24.71,0,,No,Yes,No,0,,0,,606.21,19.78,3.5,4.1,Success
20-10-2025,13:10,CNR9779043114,CUST24395,Mini,Whitefield Main Road,Malleshwaram,6.33,19.4,0,,No,No,No,0,,0,,218.15,17.17,4.7,3.6,Success
09-10-2025,12:08,CNR8368156361,CUST11375,Auto,Peenya,Koramangala 5th Block,,,1,Change of Plans,No,No,No,0,,0,,240.58,3.41,,,Cancelled by Customer
23-10-2025,11:38,CNR9681133514,CUST52139,Prime SUV,Kalyan Nagar,Whitefield Main Road,,,0,,No,No,No,0,,1,Customer Demand,351.95,11.16,,,Incomplete
13-10-2025,02:33,CNR6884870588,CUST56680,Mini,Bannerghatta Road,JP Nagar Phase 7,8.61,8,0,,No,No,No,0,,0,,319.44,15.34,4.2,4.6,Success
18-10-2025,17:15,CNR7504302886,CUST63792,Mini,Sanjay Nagar,Lalbagh,5.14,5.18,0,,No,No,No,0,,0,,183.32,5.44,3,3.7,Success
17-10-2025,22:04,CNR8597492076,CUST80058,Prime Plus,Whitefield Main Road,Marathahalli,,,0,,No,No,No,1,Customer Related Issue,0,,582.31,14.41,,,Cancelled by Driver
25-10-2025,05:19,CNR4068666453,CUST42384,Prime Plus,Varthur,Yeshwanthpur,10.71,5.9,0,,No,No,No,0,,0,,247.82,11.76,4.3,4.9,Success
01-10-2025,20:36,CNR3510920268,CUST59755,Prime Plus,Varthur,Lalbagh,,,0,,No,No,No,1,Customer Related Issue,0,,525.64,10.6,,,Cancelled by Driver
22-10-2025,15:46,CNR5794405578,CUST74451,Auto,Kundalahalli,RT Nagar,5.93,17.34,0,,No,No,No,0,,0,,941.59,14.67,3.6,3.4,Success
15-10-2025,14:15,CNR4296673462,CUST47315,Auto,Hebbal,Domlur,2.69,13.32,0,,No,No,No,0,,0,,720.95,6.02,4,3.8,Success
31-10-2025,20:27,CNR9868473523,CUST98571,Prime Plus,Frazer Town,Hennur,6.21,14.09,0,,No,No,No,0,,0,,181.65,8.35,5,4.6,Success
02-10-2025,22:50,CNR8298713703,CUST47430,Mini,HSR Layout,KR Puram,,,1,Wrong Address,No,No,No,0,,0,,432.54,18.43,,,Cancelled by Customer
16-10-2025,14:30,CNR1679891151,CUST87256,Auto,MG Road,RT Nagar,10.6,16.9,0,,No,No,No,0,,0,,204.23,2.31,4,3.2,Success
20-10-2025,05:56,CNR8644925595,CUST63504,eBike,Banaswadi,Kadugodi,,,0,,No,No,No,1,Personal Car Issue,0,,411.19,4.09,,,Cancelled by Driver
22-10-2025,08:19,CNR6448720095,CUST86972,Prime Plus,BTM Layout,Whitefield,,,0,,No,No,No,1,Too Many People,0,,314.8,12.79,,,Cancelled by Driver
05-10-2025,06:40,CNR7479648735,CUST33616,Mini,Kalyan Nagar,Bannerghatta Road,13.43,20.31,0,,No,No,No,0,,0,,164.81,14.12,4.4,3.4,Success
27-10-2025,09:12,CNR9610614928,CUST15933,Prime Plus,Electronic City,BTM Layout,,,0,,No,No,No,0,,1,Other Issue,526.17,2.8,,,Incomplete
22-10-2025,20:56,CNR4669895691,CUST27608,Prime Plus,JP Nagar,HSR Sector 2,6.29,10.19,0,,No,No,No,0,,0,,431.94,2.94,4.5,3.3,Success
19-10-2025,10:55,CNR4012110319,CUST32689,Auto,Malleshwaram,Koramangala 5th Block,,,1,Change of Plans,No,No,No,0,,0,,444.18,9.3,,,Cancelled by Customer
05-10-2025,09:39,CNR8168462589,CUST21553,Mini,MG Road,Richmond Town,,,0,,No,No,No,1,Too Many People,0,,290.58,18.55,,,Cancelled by Driver
02-10-2025,14:33,CNR9738388120,CUST90777,Auto,CV Raman Nagar,Indiranagar,,,0,,No,No,No,1,Personal Car Issue,0,,1763.88,8.42,,,Cancelled by Driver
07-10-2025,15:10,CNR3701969896,CUST78457,Prime Plus,Hennur,Frazer Town,3.81,17.43,0,,Yes,No,No,0,,0,,205.99,2.7,3.1,4.5,Success
03-10-2025,19:55,CNR9937824802,CUST21181,Prime Plus,Whitefield,Kadugodi,14.94,17.83,0,,No,Yes,No,0,,0,,140.9,16.91,4.3,4.2,Success
17-10-2025,12:23,CNR1517343126,CUST18959,Mini,BTM 2nd Stage,Bellandur,12.17,5.21,0,,No,No,Yes,0,,0,,779.16,9.12,3.2,3.6,Success
30-10-2025,15:07,CNR6220539888,CUST63626,Prime Plus,Ulsoor,Jayanagar,9.38,5.44,0,,No,No,No,0,,0,,1603.25,9.4,3.4,4.8,Success
